ApplNo,ProductNo,Form,Strength,ReferenceDrug,DrugName,ActiveIngredient,ReferenceStandard
10040,22,SOLUTION;URETHRAL,18%,1,CYSTOGRAFIN DILUTE,DIATRIZOATE MEGLUMINE,0.0
10060,1,TABLET;ORAL,0.1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,FLORINEF,FLUDROCORTISONE ACETATE,0.0
10093,3,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 10MG BASE;EQ 10MG BASE,0,BIPHETAMINE 20,AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX,0.0
10093,7,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 6.25MG BASE;EQ 6.25MG BASE,0,BIPHETAMINE 12.5,AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX,0.0
10093,9,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 3.75MG BASE;EQ 3.75MG BASE,0,BIPHETAMINE 7.5,AMPHETAMINE RESIN COMPLEX; DEXTROAMPHETAMINE RESIN COMPLEX,0.0
10104,3,TABLET;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MEPHYTON,PHYTONADIONE,0.0
10124,1,TABLET;ORAL,0.1MG,0,SERPALAN,RESERPINE,0.0
10124,2,TABLET;ORAL,0.25MG,0,SERPALAN,RESERPINE,0.0
10151,1,INJECTABLE;INJECTION,50MG/ML,0,DILANTIN,PHENYTOIN SODIUM,0.0
10155,2,TABLET;ORAL,10MG,0,MYTELASE,AMBENONIUM CHLORIDE,0.0
10187,3,TABLET;ORAL,5MG,1,RITALIN,METHYLPHENIDATE HYDROCHLORIDE,0.0
10187,6,TABLET;ORAL,10MG,1,RITALIN,METHYLPHENIDATE HYDROCHLORIDE,0.0
10187,10,TABLET;ORAL,20MG,1,RITALIN,METHYLPHENIDATE HYDROCHLORIDE,1.0
10209,2,CREAM;TOPICAL,0.5%,0,METI-DERM,PREDNISOLONE,0.0
10210,1,SUSPENSION/DROPS;OPHTHALMIC,0.5%;10%,0,METIMYD,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,0.0
10210,2,OINTMENT;OPHTHALMIC,0.5%;10%,0,METIMYD,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,0.0
10220,2,INJECTABLE;INJECTION,60%;30%,0,"HYPAQUE-M,90%",DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,0.0
10220,3,INJECTABLE;INJECTION,50%;25%,0,"HYPAQUE-M,75%",DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,0.0
10251,1,TABLET;ORAL,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,INVERSINE,MECAMYLAMINE HYDROCHLORIDE,0.0
10255,2,INJECTABLE;INJECTION,25MG/ML,0,METICORTELONE,PREDNISOLONE ACETATE,0.0
10347,2,SOLUTION;INTRAMUSCULAR,250MG/ML (250MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELALUTIN,HYDROXYPROGESTERONE CAPROATE,0.0
10347,4,SOLUTION;INTRAMUSCULAR,125MG/ML (125MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELALUTIN,HYDROXYPROGESTERONE CAPROATE,0.0
10348,1,TABLET;ORAL,25MG,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10348,2,TABLET;ORAL,50MG,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10348,3,TABLET;ORAL,100MG,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10348,4,TABLET;ORAL,200MG,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10348,6,TABLET;ORAL,10MG,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10349,6,INJECTABLE;INJECTION,50MG/ML,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10349,8,INJECTABLE;INJECTION,25MG/ML,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10355,1,CAPSULE;ORAL,2.5MG,0,QUARZAN,CLIDINIUM BROMIDE,0.0
10355,2,CAPSULE;ORAL,5MG,0,QUARZAN,CLIDINIUM BROMIDE,0.0
10374,3,"AEROSOL, METERED;INHALATION",0.3MG/INH,0,MEDIHALER-EPI,EPINEPHRINE BITARTRATE,0.0
10375,3,"AEROSOL, METERED;INHALATION",0.08MG/INH,0,MEDIHALER-ISO,ISOPROTERENOL SULFATE,0.0
10375,4,"AEROSOL, METERED;INHALATION",0.12MG/INH,0,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE,0.0
10379,1,TABLET;ORAL,EQ 0.005MG BASE,1,CYTOMEL,LIOTHYRONINE SODIUM,0.0
10379,2,TABLET;ORAL,EQ 0.025MG BASE,1,CYTOMEL,LIOTHYRONINE SODIUM,0.0
10379,3,TABLET;ORAL,EQ 0.05MG BASE,1,CYTOMEL,LIOTHYRONINE SODIUM,0.0
10392,1,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ATARAX,HYDROXYZINE HYDROCHLORIDE,0.0
10392,4,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ATARAX,HYDROXYZINE HYDROCHLORIDE,0.0
10392,5,TABLET;ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ATARAX,HYDROXYZINE HYDROCHLORIDE,0.0
10392,6,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ATARAX,HYDROXYZINE HYDROCHLORIDE,0.0
10401,1,SUSPENSION;ORAL,250MG/5ML,1,MYSOLINE,PRIMIDONE,0.0
10402,1,INJECTABLE;INJECTION,25MG/VIAL,1,PREMARIN,"ESTROGENS, CONJUGATED",1.0
10417,1,INJECTABLE;INJECTION,4%,1,XYLOCAINE 4% PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,0.0
10417,2,SOLUTION;TOPICAL,4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,XYLOCAINE 4% PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,0.0
10418,5,INJECTABLE;INJECTION,1%,0,XYLOCAINE,LIDOCAINE HYDROCHLORIDE,0.0
10418,6,INJECTABLE;INJECTION,0.005MG/ML;1%,0,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,0.0
10418,7,INJECTABLE;INJECTION,2%,0,XYLOCAINE,LIDOCAINE HYDROCHLORIDE,0.0
10418,8,INJECTABLE;INJECTION,0.005MG/ML;2%,0,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,0.0
10418,9,INJECTABLE;INJECTION,1.5%,0,XYLOCAINE,LIDOCAINE HYDROCHLORIDE,0.0
10418,10,INJECTABLE;INJECTION,0.005MG/ML;1.5%,0,XYLOCAINE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,0.0
10423,1,INJECTABLE;INJECTION,1MG/ML,0,LORFAN,LEVALLORPHAN TARTRATE,0.0
10441,1,TABLET;ORAL,0.1MG,0,RESERPINE,RESERPINE,0.0
10441,2,TABLET;ORAL,0.25MG,0,RESERPINE,RESERPINE,0.0
10441,3,TABLET;ORAL,0.5MG,0,RESERPINE,RESERPINE,0.0
10441,4,TABLET;ORAL,1MG,0,RESERPINE,RESERPINE,0.0
10460,5,TABLET;ORAL,25MG,0,PRELUDIN,PHENMETRAZINE HYDROCHLORIDE,0.0
10485,1,SYRUP;ORAL,10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,ATARAX,HYDROXYZINE HYDROCHLORIDE,0.0
10496,2,INJECTABLE;SPINAL,5%,0,XYLOCAINE 5% W/ GLUCOSE 7.5%,LIDOCAINE HYDROCHLORIDE,0.0
10515,1,INJECTABLE;INJECTION,0.2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ISUPREL,ISOPROTERENOL HYDROCHLORIDE,0.0
10520,3,INJECTABLE;INJECTION,25MG/ML,0,LERITINE,ANILERIDINE PHOSPHATE,0.0
10533,1,"TABLET, EXTENDED RELEASE;ORAL",100MG,0,PBZ-SR,TRIPELENNAMINE HYDROCHLORIDE,0.0
10533,2,"TABLET, EXTENDED RELEASE;ORAL",50MG,0,PBZ-SR,TRIPELENNAMINE HYDROCHLORIDE,0.0
10554,1,OINTMENT;TOPICAL,0.5%,0,MAGNACORT,HYDROCORTAMATE HYDROCHLORIDE,0.0
10562,1,INJECTABLE;INJECTION,20MG/ML,0,HYDELTRA-TBA,PREDNISOLONE TEBUTATE,0.0
10571,1,TABLET;ORAL,EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
10571,2,TABLET;ORAL,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
10571,3,TABLET;ORAL,EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
10581,1,TABLET;ORAL,50MG,0,HYSERPIN,RAUWOLFIA SERPENTINA ROOT,0.0
10585,2,TABLET;ORAL,EQ 25MG BASE,0,LERITINE,ANILERIDINE HYDROCHLORIDE,0.0
10596,7,CAPSULE;ORAL,150MG,1,CELONTIN,METHSUXIMIDE,0.0
10596,8,CAPSULE;ORAL,300MG,1,CELONTIN,METHSUXIMIDE,1.0
10598,2,"TABLET, EXTENDED RELEASE;ORAL",10MG;10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,BENDECTIN,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,0.0
10599,1,TABLET;ORAL,25MG,0,TRAL,HEXOCYCLIUM METHYLSULFATE,0.0
10611,2,TABLET;ORAL,2MG,0,HALOTESTIN,FLUOXYMESTERONE,0.0
10611,6,TABLET;ORAL,5MG,0,HALOTESTIN,FLUOXYMESTERONE,0.0
10611,10,TABLET;ORAL,10MG,0,HALOTESTIN,FLUOXYMESTERONE,0.0
10653,1,TABLET;ORAL,50MG,0,DISIPAL,ORPHENADRINE HYDROCHLORIDE,0.0
10656,1,OINTMENT;OPHTHALMIC,0.025%,0,FLOROPRYL,ISOFLUROPHATE,0.0
10669,2,TABLET;ORAL,2MG,1,LEUKERAN,CHLORAMBUCIL,1.0
10670,1,TABLET;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,ORINASE,TOLBUTAMIDE,0.0
10670,2,TABLET;ORAL,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,ORINASE,TOLBUTAMIDE,0.0
10679,3,TABLET;ORAL,25MG,1,CANTIL,MEPENZOLATE BROMIDE,0.0
10679,4,SOLUTION;ORAL,25MG/5ML,0,CANTIL,MEPENZOLATE BROMIDE,0.0
10686,3,TABLET;ORAL,0.25MG,0,MODERIL,RESCINNAMINE,0.0
10686,6,TABLET;ORAL,0.5MG,0,MODERIL,RESCINNAMINE,0.0
10718,1,SHAMPOO;TOPICAL,1%,0,KWELL,LINDANE,0.0
10721,1,TABLET;ORAL,50MG,1,ANTIVERT,MECLIZINE HYDROCHLORIDE,1.0
10721,4,TABLET;ORAL,25MG,1,ANTIVERT,MECLIZINE HYDROCHLORIDE,0.0
10721,5,"TABLET, CHEWABLE;ORAL",25MG,1,ANTIVERT,MECLIZINE HYDROCHLORIDE,1.0
10721,6,TABLET;ORAL,12.5MG,1,ANTIVERT,MECLIZINE HYDROCHLORIDE,0.0
10742,2,INJECTABLE;INJECTION,EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COMPAZINE,PROCHLORPERAZINE EDISYLATE,0.0
10744,1,TABLET;ORAL,EQ 5MG BASE,0,DARBID,ISOPROPAMIDE IODIDE,0.0
10753,1,INJECTABLE;INJECTION,40MG/AMP,0,ESTRADURIN,POLYESTRADIOL PHOSPHATE,0.0
10775,1,TABLET;ORAL,2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRILAFON,PERPHENAZINE,0.0
10775,2,TABLET;ORAL,4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRILAFON,PERPHENAZINE,0.0
10775,3,TABLET;ORAL,8MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRILAFON,PERPHENAZINE,0.0
10775,4,TABLET;ORAL,16MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TRILAFON,PERPHENAZINE,0.0
10787,2,INJECTABLE;INJECTION,EQ 50MG IRON/ML,0,IRON DEXTRAN,FERRIC OXYHYDROXIDE,0.0
10791,1,INJECTABLE;INJECTION,0.05MG/ML,0,RUBIVITE,CYANOCOBALAMIN,0.0
10791,2,INJECTABLE;INJECTION,0.1MG/ML,0,RUBIVITE,CYANOCOBALAMIN,0.0
10791,3,INJECTABLE;INJECTION,1MG/ML,0,RUBIVITE,CYANOCOBALAMIN,0.0
10791,4,INJECTABLE;INJECTION,0.03MG/ML,0,RUBIVITE,CYANOCOBALAMIN,0.0
10791,5,INJECTABLE;INJECTION,0.12MG/ML,0,RUBIVITE,CYANOCOBALAMIN,0.0
10796,1,TABLET;ORAL,0.1MG,0,HARMONYL,DESERPIDINE,0.0
10796,2,TABLET;ORAL,0.25MG,0,HARMONYL,DESERPIDINE,0.0
10799,3,TABLET;ORAL,4MG,0,DIMETANE,BROMPHENIRAMINE MALEATE,0.0
10799,10,"TABLET, EXTENDED RELEASE;ORAL",8MG,0,DIMETANE,BROMPHENIRAMINE MALEATE,0.0
10799,11,"TABLET, EXTENDED RELEASE;ORAL",12MG,0,DIMETANE,BROMPHENIRAMINE MALEATE,0.0
10831,1,INJECTABLE;INJECTION,40 UNITS/ML,0,CORTICOTROPIN,CORTICOTROPIN,0.0
10831,2,INJECTABLE;INJECTION,80 UNITS/ML,0,CORTICOTROPIN,CORTICOTROPIN,0.0
10841,1,TABLET;ORAL,250MG,1,PEGANONE,ETHOTOIN,0.0
10841,3,TABLET;ORAL,500MG,0,PEGANONE,ETHOTOIN,0.0
10895,2,TABLET;ORAL,5MG,0,NORLUTIN,NORETHINDRONE,0.0
10909,3,TABLET;ORAL,50MG,0,MIRADON,ANISINDIONE,0.0
10911,6,TABLET;ORAL,50MG,0,BUCLADIN-S,BUCLIZINE HYDROCHLORIDE,0.0
10926,1,SUPPOSITORY;RECTAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,0.0
10926,2,SUPPOSITORY;RECTAL,12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,0.0
10927,1,"SOLUTION;INJECTION, ORAL",1-8mCi/VIAL,0,PHOSPHOTOPE,SODIUM PHOSPHATE P-32,0.0
10929,1,CAPSULE;ORAL,1-130mCi,0,IODOTOPE,SODIUM IODIDE I-131,0.0
10929,2,SOLUTION;ORAL,7-106mCi/BOT,0,IODOTOPE,SODIUM IODIDE I-131,0.0
10929,3,CAPSULE;ORAL,1-150mCi,0,IODOTOPE,SODIUM IODIDE I-131,0.0
10942,1,CONCENTRATE;ORAL,30MG/ML,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10942,3,SYRUP;ORAL,10MG/5ML,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10942,4,CONCENTRATE;ORAL,100MG/ML,0,SPARINE,PROMAZINE HYDROCHLORIDE,0.0
10962,2,TABLET;ORAL,5MG,0,PARACORT,PREDNISONE,0.0
10971,3,TABLET;ORAL,0.45MG;400MG,0,PMB 400,"ESTROGENS, CONJUGATED; MEPROBAMATE",0.0
10971,5,TABLET;ORAL,0.45MG;200MG,0,PMB 200,"ESTROGENS, CONJUGATED; MEPROBAMATE",0.0
10976,4,TABLET;ORAL-20,0.075MG;5MG,0,ENOVID,MESTRANOL; NORETHYNODREL,0.0
10976,5,TABLET;ORAL,0.15MG;9.85MG,0,ENOVID,MESTRANOL; NORETHYNODREL,0.0
10976,6,TABLET;ORAL-20,0.1MG;2.5MG,0,ENOVID-E,MESTRANOL; NORETHYNODREL,0.0
10976,7,TABLET;ORAL-21,0.1MG;2.5MG,0,ENOVID-E 21,MESTRANOL; NORETHYNODREL,0.0
10976,8,TABLET;ORAL,0.075MG;5MG,0,ENOVID,MESTRANOL; NORETHYNODREL,0.0
10996,5,CAPSULE;ORAL,325MG;65MG,0,DARVON W/ ASA,ASPIRIN; PROPOXYPHENE HYDROCHLORIDE,0.0
10996,6,CAPSULE;ORAL,389MG;32.4MG;32MG,0,DARVON COMPOUND,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,0.0
10996,7,CAPSULE;ORAL,389MG;32.4MG;65MG,0,DARVON COMPOUND-65,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,0.0
10997,1,CAPSULE;ORAL,32MG,0,DARVON,PROPOXYPHENE HYDROCHLORIDE,0.0
10997,3,CAPSULE;ORAL,65MG,0,DARVON,PROPOXYPHENE HYDROCHLORIDE,0.0
11000,1,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 10MG BASE,0,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
11000,2,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 15MG BASE,0,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
11000,3,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 30MG BASE,0,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
11000,4,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 75MG BASE,0,COMPAZINE,PROCHLORPERAZINE MALEATE,0.0
11011,4,TABLET;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ROBAXIN,METHOCARBAMOL,0.0
11011,6,TABLET;ORAL,750MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ROBAXIN-750,METHOCARBAMOL,0.0
11028,1,"OINTMENT;OPHTHALMIC, OTIC",EQ 0.25% PHOSPHATE,0,HYDELTRASOL,PREDNISOLONE SODIUM PHOSPHATE,0.0
11045,1,TABLET;ORAL,0.45MG;400MG,0,MILPREM-400,"ESTROGENS, CONJUGATED; MEPROBAMATE",0.0
11045,2,TABLET;ORAL,0.45MG;200MG,0,MILPREM-200,"ESTROGENS, CONJUGATED; MEPROBAMATE",0.0
11047,1,TABLET;ORAL,125MG,0,CARDRASE,ETHOXZOLAMIDE,0.0
11047,2,TABLET;ORAL,62.5MG,0,CARDRASE,ETHOXZOLAMIDE,0.0
11073,3,CAPSULE;ORAL,500MG,0,WAMPOCAP,NIACIN,0.0
11110,2,TABLET;ORAL,2.5MG,0,ACTIDIL,TRIPROLIDINE HYDROCHLORIDE,0.0
11111,1,INJECTABLE;INJECTION,25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,VISTARIL,HYDROXYZINE HYDROCHLORIDE,0.0
11111,2,INJECTABLE;INJECTION,50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,VISTARIL,HYDROXYZINE HYDROCHLORIDE,0.0
11120,16,"CAPSULE, EXTENDED RELEASE;ORAL",30MG,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
11120,17,"CAPSULE, EXTENDED RELEASE;ORAL",75MG,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
11120,18,"CAPSULE, EXTENDED RELEASE;ORAL",150MG,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
11120,19,"CAPSULE, EXTENDED RELEASE;ORAL",200MG,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
11120,20,"CAPSULE, EXTENDED RELEASE;ORAL",300MG,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
11123,1,TABLET;ORAL,10MG,0,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
11123,2,TABLET;ORAL,25MG,0,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
11123,3,TABLET;ORAL,50MG,0,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
11127,1,SUPPOSITORY;RECTAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,COMPAZINE,PROCHLORPERAZINE,0.0
11127,2,SUPPOSITORY;RECTAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,COMPAZINE,PROCHLORPERAZINE,0.0
11127,3,SUPPOSITORY;RECTAL,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,COMPAZINE,PROCHLORPERAZINE,0.0
11145,2,TABLET;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DIURIL,CHLOROTHIAZIDE,0.0
11145,4,TABLET;ORAL,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DIURIL,CHLOROTHIAZIDE,0.0
11145,5,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DIURIL,CHLOROTHIAZIDE SODIUM,0.0
11153,1,TABLET;ORAL,4MG,1,MEDROL,METHYLPREDNISOLONE,0.0
11153,2,TABLET;ORAL,2MG,1,MEDROL,METHYLPREDNISOLONE,0.0
11153,3,TABLET;ORAL,16MG,1,MEDROL,METHYLPREDNISOLONE,0.0
11153,4,TABLET;ORAL,8MG,1,MEDROL,METHYLPREDNISOLONE,0.0
11153,5,TABLET;ORAL,24MG,0,MEDROL,METHYLPREDNISOLONE,0.0
11153,6,TABLET;ORAL,32MG,1,MEDROL,METHYLPREDNISOLONE,1.0
11161,4,TABLET;ORAL,2MG,0,ARISTOCORT,TRIAMCINOLONE,0.0
11161,7,TABLET;ORAL,4MG,0,ARISTOCORT,TRIAMCINOLONE,0.0
11161,9,TABLET;ORAL,1MG,0,ARISTOCORT,TRIAMCINOLONE,0.0
11161,10,TABLET;ORAL,16MG,0,ARISTOCORT,TRIAMCINOLONE,0.0
11161,11,TABLET;ORAL,8MG,0,ARISTOCORT,TRIAMCINOLONE,0.0
11178,1,"AEROSOL, METERED;INHALATION",0.103MG/INH,0,ISUPREL,ISOPROTERENOL HYDROCHLORIDE,0.0
11185,1,TABLET;ORAL,0.1MG,0,RESERPINE,RESERPINE,0.0
11185,2,TABLET;ORAL,0.25MG,0,RESERPINE,RESERPINE,0.0
11188,1,SYRUP;ORAL,EQ 5MG BASE/5ML,0,COMPAZINE,PROCHLORPERAZINE EDISYLATE,0.0
11208,1,INJECTABLE;INJECTION,0.5MG/ML;2.3MG/ML;1MG/ML,0,DEPINAR,CYANOCOBALAMIN; TANNIC ACID; ZINC ACETATE,0.0
11210,1,CAPSULE;ORAL,100MG,1,TESSALON,BENZONATATE,0.0
11210,3,CAPSULE;ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TESSALON,BENZONATATE,0.0
11213,2,INJECTABLE;INJECTION,5MG/ML,0,TRILAFON,PERPHENAZINE,0.0
11228,1,TABLET;ORAL,3MG,0,LIQUAMAR,PHENPROCOUMON,0.0
11245,3,"SOLUTION;ORAL, RECTAL",66%;10%,1,GASTROGRAFIN,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,1.0
11265,2,SYRUP;ORAL,15MG/5ML;6.25MG/5ML,1,PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE,0.0
11270,2,TABLET;ORAL,100MG,0,FUROXONE,FURAZOLIDONE,0.0
11276,1,CONCENTRATE;ORAL,EQ 10MG BASE/ML,1,COMPAZINE,PROCHLORPERAZINE EDISYLATE,0.0
11283,3,TABLET;ORAL,1MG,0,KENACORT,TRIAMCINOLONE,0.0
11283,6,TABLET;ORAL,4MG,0,KENACORT,TRIAMCINOLONE,0.0
11283,8,TABLET;ORAL,2MG,0,KENACORT,TRIAMCINOLONE,0.0
11283,10,TABLET;ORAL,8MG,0,KENACORT,TRIAMCINOLONE,0.0
11284,1,"CAPSULE, EXTENDED RELEASE;ORAL",200MG,0,MEPROSPAN,MEPROBAMATE,0.0
11284,2,"CAPSULE, EXTENDED RELEASE;ORAL",400MG,0,MEPROSPAN,MEPROBAMATE,0.0
11287,1,"POWDER;ORAL, RECTAL",453.6GM/BOT **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,KAYEXALATE,SODIUM POLYSTYRENE SULFONATE,0.0
11294,2,SYRUP;ORAL,2MG/5ML,0,TRILAFON,PERPHENAZINE,0.0
11300,3,TABLET;ORAL,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PARAFLEX,CHLORZOXAZONE,0.0
11316,1,TABLET;ORAL,EQ 2.5MG BASE,0,TEMARIL,TRIMEPRAZINE TARTRATE,0.0
11316,3,SYRUP;ORAL,EQ 2.5MG BASE/5ML,0,TEMARIL,TRIMEPRAZINE TARTRATE,0.0
11316,4,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 5MG BASE,0,TEMARIL,TRIMEPRAZINE TARTRATE,0.0
11323,2,SUSPENSION;ORAL,50MG/15ML,0,FUROXONE,FURAZOLIDONE,0.0
11324,2,SOLUTION;INTRAUTERINE,52.7%;26.8%,1,SINOGRAFIN,DIATRIZOATE MEGLUMINE; IODIPAMIDE MEGLUMINE,0.0
11325,1,INJECTABLE;INJECTION,20MG/ML,0,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
11325,4,INJECTABLE;INJECTION,10MG/ML,0,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
11325,5,INJECTABLE;INJECTION,3MG/ML,0,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,0.0
11338,1,LIQUID;INHALATION,99.99%,0,FLUOTHANE,HALOTHANE,0.0
11340,2,SOLUTION/DROPS;OTIC,10%,0,CERUMENEX,TROLAMINE POLYPEPTIDE OLEATE CONDENSATE,0.0
11359,1,TABLET;ORAL,2MG,0,ORA-TESTRYL,FLUOXYMESTERONE,0.0
11359,2,TABLET;ORAL,5MG,0,ORA-TESTRYL,FLUOXYMESTERONE,0.0
11361,2,"TABLET, EXTENDED RELEASE;ORAL",8MG,0,TRILAFON,PERPHENAZINE,0.0
11366,1,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DARANIDE,DICHLORPHENAMIDE,0.0
11366,2,TABLET;ORAL,50MG,1,KEVEYIS,DICHLORPHENAMIDE,1.0
11386,1,"FOR SOLUTION;ORAL, RECTAL",100%,0,HYPAQUE,DIATRIZOATE SODIUM,0.0
11386,3,"SOLUTION;ORAL, RECTAL",40%,0,HYPAQUE,DIATRIZOATE SODIUM,0.0
11418,2,INJECTABLE;INJECTION,10MG/ML,0,DIMETANE-TEN,BROMPHENIRAMINE MALEATE,0.0
11444,1,CAPSULE;ORAL,25MG,0,TACE,CHLOROTRIANISENE,0.0
